"startTime";"endTime";"Wind power production - real time data"
"2024-03-29T13:37:00.000Z";"2024-03-29T13:37:00.000Z";2572
"2024-03-29T13:40:00.000Z";"2024-03-29T13:40:00.000Z";2601.5
"2024-03-29T13:43:00.000Z";"2024-03-29T13:43:00.000Z";2587
"2024-03-29T13:46:00.000Z";"2024-03-29T13:46:00.000Z";2600.5
"2024-03-29T13:49:00.000Z";"2024-03-29T13:49:00.000Z";2622.5
"2024-03-29T13:52:00.000Z";"2024-03-29T13:52:00.000Z";2621
"2024-03-29T13:55:00.000Z";"2024-03-29T13:55:00.000Z";2620
"2024-03-29T13:58:00.000Z";"2024-03-29T13:58:00.000Z";2620
"2024-03-29T14:01:00.000Z";"2024-03-29T14:01:00.000Z";2598.09999
"2024-03-29T14:04:00.000Z";"2024-03-29T14:04:00.000Z";2636
"2024-03-29T14:07:00.000Z";"2024-03-29T14:07:00.000Z";2649.5
"2024-03-29T14:10:00.000Z";"2024-03-29T14:10:00.000Z";2697.5
"2024-03-29T14:13:00.000Z";"2024-03-29T14:13:00.000Z";2724
"2024-03-29T14:16:00.000Z";"2024-03-29T14:16:00.000Z";2714
"2024-03-29T14:19:00.000Z";"2024-03-29T14:19:00.000Z";2683.19999
"2024-03-29T14:22:00.000Z";"2024-03-29T14:22:00.000Z";2683.9
"2024-03-29T14:25:00.000Z";"2024-03-29T14:25:00.000Z";2694.5
"2024-03-29T14:28:00.000Z";"2024-03-29T14:28:00.000Z";2713.5
"2024-03-29T14:31:00.000Z";"2024-03-29T14:31:00.000Z";2714.9
"2024-03-29T14:34:00.000Z";"2024-03-29T14:34:00.000Z";2715.5
"2024-03-29T14:37:00.000Z";"2024-03-29T14:37:00.000Z";2755.5
"2024-03-29T14:40:00.000Z";"2024-03-29T14:40:00.000Z";2781.9
"2024-03-29T14:43:00.000Z";"2024-03-29T14:43:00.000Z";2794.4
"2024-03-29T14:46:00.000Z";"2024-03-29T14:46:00.000Z";2808
"2024-03-29T14:49:00.000Z";"2024-03-29T14:49:00.000Z";2818.5
"2024-03-29T14:52:00.000Z";"2024-03-29T14:52:00.000Z";2824.5
"2024-03-29T14:55:00.000Z";"2024-03-29T14:55:00.000Z";2852
"2024-03-29T14:58:00.000Z";"2024-03-29T14:58:00.000Z";2844.9
"2024-03-29T15:01:00.000Z";"2024-03-29T15:01:00.000Z";2851.5
"2024-03-29T15:04:00.000Z";"2024-03-29T15:04:00.000Z";2868
"2024-03-29T15:07:00.000Z";"2024-03-29T15:07:00.000Z";2890.5
"2024-03-29T15:10:00.000Z";"2024-03-29T15:10:00.000Z";2909.4
"2024-03-29T15:13:00.000Z";"2024-03-29T15:13:00.000Z";2908
"2024-03-29T15:16:00.000Z";"2024-03-29T15:16:00.000Z";2907
"2024-03-29T15:19:00.000Z";"2024-03-29T15:19:00.000Z";2915
"2024-03-29T15:22:00.000Z";"2024-03-29T15:22:00.000Z";2960.9
"2024-03-29T15:25:00.000Z";"2024-03-29T15:25:00.000Z";2967.09999
"2024-03-29T15:28:00.000Z";"2024-03-29T15:28:00.000Z";2976.9
"2024-03-29T15:31:00.000Z";"2024-03-29T15:31:00.000Z";2981.09999
"2024-03-29T15:34:00.000Z";"2024-03-29T15:34:00.000Z";3005.5
"2024-03-29T15:37:00.000Z";"2024-03-29T15:37:00.000Z";3045.5
"2024-03-29T15:40:00.000Z";"2024-03-29T15:40:00.000Z";3051.09999
"2024-03-29T15:43:00.000Z";"2024-03-29T15:43:00.000Z";3074.59999
"2024-03-29T15:46:00.000Z";"2024-03-29T15:46:00.000Z";3124.5
"2024-03-29T15:49:00.000Z";"2024-03-29T15:49:00.000Z";3155
"2024-03-29T15:52:00.000Z";"2024-03-29T15:52:00.000Z";3201.5
"2024-03-29T15:55:00.000Z";"2024-03-29T15:55:00.000Z";3246.19999
"2024-03-29T15:58:00.000Z";"2024-03-29T15:58:00.000Z";3259
"2024-03-29T16:01:00.000Z";"2024-03-29T16:01:00.000Z";3255
"2024-03-29T16:04:00.000Z";"2024-03-29T16:04:00.000Z";3256
"2024-03-29T16:07:00.000Z";"2024-03-29T16:07:00.000Z";3274
"2024-03-29T16:10:00.000Z";"2024-03-29T16:10:00.000Z";3288
"2024-03-29T16:13:00.000Z";"2024-03-29T16:13:00.000Z";3296.5
